T,O,H,L,C,V
1719979200,220,221.55,219.03,221.55,37269801
1720152000,221.65,226.45,221.65,226.34,59517108
1720411200,227.09,227.85,223.25,227.82,59085861
1720497600,227.93,229.4,226.3721,228.68,48013382
1720584000,229.3,233.08,229.25,232.98,62627687
1720670400,231.39,232.39,225.77,227.57,64456867
1720756800,228.92,232.64,228.68,230.54,53046527
1721016000,236.48,237.23,233.09,234.4,62623152
1721102400,235,236.27,232.33,234.82,41184278
1721188800,229.45,231.4599,226.64,228.88,57345884
1721275200,230.28,230.44,222.27,224.18,66034585
1721361600,224.82,226.8,223.275,224.31,49151453
1721620800,227.01,227.78,223.09,223.96,48201835
1721707200,224.365,226.94,222.68,225.01,39960260
1721793600,224,224.8,217.13,218.54,61777576
1721880000,218.93,220.85,214.62,217.49,51391199
1721966400,218.7,219.49,216.01,217.96,41599345
1722225600,216.96,219.3,215.75,218.24,36284528
1722312000,219.19,220.325,216.12,218.8,41493840
1722398400,221.44,223.82,220.63,222.08,50036262
1722484800,224.37,224.48,217.02,218.36,62477496
1722571200,219.15,225.6,217.71,219.86,105568560
1722830400,199.09,213.5,196,209.27,119517900
1722916800,205.3,209.99,201.07,207.23,69579488
1723003200,206.9,213.64,206.39,209.82,63516417
1723089600,213.11,214.2,208.83,213.31,46801649
1723176000,212.1,216.78,211.97,216.24,42201646
1723435200,216.07,219.5099,215.6,217.53,38028092
1723521600,219.01,221.89,219.01,221.27,44155331
1723608000,220.57,223.03,219.7,221.72,41948574
1723694400,224.6,225.35,222.76,224.72,46398713
1723780800,223.92,226.8271,223.6501,226.05,44338440
1724040000,225.72,225.99,223.04,225.89,40687813
1724126400,225.77,227.17,225.45,226.51,30299033
1724212800,226.52,227.98,225.05,226.4,34765480
1724299200,227.79,228.34,223.9,224.53,43673321
1724385600,225.6589,228.22,224.33,226.84,38647250
1724644800,226.76,227.28,223.8905,227.18,30599408
1724731200,225.995,228.85,224.89,228.03,35934559
1724817600,227.92,229.86,225.68,226.49,37737167
1724904000,230.1,232.92,228.88,229.79,51906297
1724990400,230.19,230.4,227.48,229,52988670
1725336000,228.55,229,221.17,222.77,50175516
1725422400,221.66,221.78,217.48,220.85,43840196
1725508800,221.625,225.48,221.52,222.38,36615398
1725595200,223.95,225.24,219.77,220.82,48423011
1725854400,220.82,221.27,216.71,220.91,67179965
1725940800,218.92,221.48,216.73,220.11,51591033
1726027200,221.455,223.09,217.89,222.66,44587072
1726113600,222.5,223.55,219.82,222.77,37497490
1726200000,223.58,224.04,221.91,222.5,36766619
1726459200,216.54,217.22,213.92,216.32,59357427
1726545600,215.75,216.9,214.5,216.79,45519339
1726632000,217.55,222.71,217.54,220.69,59894928
1726718400,224.99,229.82,224.63,228.87,66781315
1726804800,229.97,233.09,227.62,228.2,317079888
1727064000,227.34,229.45,225.81,226.47,54090023
1727150400,228.645,229.35,225.73,227.37,43556068
1727236800,224.93,227.29,224.02,226.37,42308715
1727323200,227.3,228.5,225.41,227.52,36635707
1727409600,228.46,229.52,227.3,227.79,34003467
1727668800,230.04,233,229.65,233,54793391
1727755200,229.52,229.65,223.74,226.21,63235048
1727841600,225.89,227.37,223.02,226.78,32880605
1727928000,225.14,226.805,223.32,225.67,34044158
1728014400,227.9,228,224.13,226.8,37345098
1728273600,224.5,225.69,221.33,221.69,39505354
1728360000,224.3,225.98,223.25,225.77,31855693
1728446400,225.23,229.75,224.83,229.54,33591091
1728532800,227.78,229.5,227.17,229.04,28183544
1728619200,229.3,229.41,227.34,227.55,31759188
1728878400,228.7,231.73,228.6,231.3,39882085
1728964800,233.61,237.49,232.37,233.85,64748367
1729051200,231.6,232.12,229.84,231.78,34082240
1729137600,233.43,233.85,230.52,232.15,32974310
1729224000,236.18,236.18,234.01,235,45831472
1729483200,234.45,236.85,234.45,236.48,36254470
1729569600,233.885,236.22,232.6,235.86,38846578
1729656000,234.08,235.144,227.76,230.76,52286979
1729742400,229.98,230.82,228.41,230.57,31109503
1729828800,229.74,233.22,229.57,231.41,38602304
1730088000,233.32,234.73,232.55,233.4,36087134
1730174400,233.1,234.325,232.32,233.67,35413047
1730260800,232.61,233.47,229.55,230.1,47060257
1730347200,229.34,229.83,225.37,225.91,64370086
1730433600,220.965,225.35,220.27,222.91,65276741
1730696400,220.99,222.79,219.71,222.01,44344468
1730782800,221.795,223.95,221.14,223.45,28111338
1730869200,222.61,226.065,221.19,222.72,54561121
1730955600,224.625,227.875,224.57,227.48,42137691
1731042000,227.17,228.66,226.405,226.96,38328824
1731301200,225,225.7,221.5,224.23,42005602
1731387600,224.55,225.59,223.355,224.23,40398299
1731474000,224.01,226.65,222.76,225.12,48566217
1731560400,225.02,228.87,225,228.22,44923941
1731646800,226.4,226.92,224.27,225,47923696
1731906000,225.25,229.74,225.17,228.02,44686020
1731992400,226.98,230.16,226.66,228.28,36211774
1732078800,228.06,229.93,225.89,229,35075316
1732165200,228.88,230.155,225.7103,228.52,42108327
1732251600,228.06,230.7199,228.06,229.87,38168252
1732510800,231.46,233.245,229.74,232.87,90002832
1732597200,233.33,235.57,233.33,235.06,45986189
1732683600,234.465,235.69,233.8101,234.93,33498439
1732856400,234.805,237.81,233.97,237.33,28481377
1733115600,237.27,240.79,237.16,239.59,48137103
1733202000,239.81,242.76,238.9,242.65,38861017
1733288400,242.87,244.11,241.25,243.01,44383935
1733374800,243.99,244.54,242.13,243.04,40033878
1733461200,242.905,244.63,242.08,242.84,36870619
1733720400,241.83,247.24,241.75,246.75,44649232
1733806800,246.89,248.21,245.34,247.77,36914806
1733893200,247.96,250.8,246.2601,246.49,45205814
1733979600,246.89,248.74,245.68,247.96,32777532
1734066000,247.815,249.2902,246.24,248.13,33081590
1734325200,247.99,251.38,247.65,251.04,51694753
1734411600,250.08,253.83,249.78,253.48,51356360
1734498000,252.16,254.28,247.74,248.05,56764701
1734584400,247.5,252,247.0949,249.79,60559114
1734670800,248.04,255,245.69,254.49,147495267
1734930000,254.77,255.65,253.45,255.27,40858774
1735016400,255.49,258.21,255.29,258.2,23234705
1735189200,258.19,260.1,257.63,259.02,27262983
1735275600,257.83,258.7,253.06,255.59,42355321
1735534800,252.23,253.5,250.75,252.2,35557542
1735621200,252.44,253.28,249.43,250.42,39480718
1735794000,248.93,249.1,241.8201,243.85,55090731
1735880400,243.36,244.18,241.89,243.36,40244114
1736139600,244.31,247.33,243.2,245,45045571
1736226000,242.98,245.55,241.35,242.21,40855960
1736312400,241.92,243.7123,240.05,242.7,37613940
1736485200,240.01,240.16,233,236.85,61705156
1736744400,233.53,234.67,229.72,234.4,49630725
1736830800,234.75,236.12,232.472,233.28,39433494
1736917200,234.635,238.96,234.43,237.87,39822169
1737003600,237.35,238.01,228.03,228.26,71752652
1737090000,232.115,232.29,228.48,229.98,67849101
1737435600,224,224.42,219.38,222.64,98070429
1737522000,219.79,224.12,219.79,223.83,64126500
1737608400,224.74,227.03,222.3,223.66,60234760
1737694800,224.78,225.63,221.41,222.78,54697907
1737954000,224.02,232.15,223.98,229.86,94863418
1738040400,230.85,240.19,230.81,238.26,75682044
1738126800,234.12,239.855,234.01,239.36,45475767
1738213200,238.665,240.79,237.21,237.59,55658279
1738299600,247.19,247.19,233.44,236,101071628
1738558800,229.99,231.83,225.7,228.01,73039761
1738645200,227.25,233.13,226.65,232.8,45014201
1738731600,228.53,232.67,228.27,232.47,39664989
1738818000,231.285,233.8,230.425,233.22,29869249
1738904400,232.6,234,227.26,227.63,39707224
1739163600,229.57,230.585,227.2,227.65,33096475
1739250000,228.2,235.23,228.13,232.62,53710612
1739336400,231.2,236.96,230.68,236.87,45243281
1739422800,236.91,242.3399,235.57,241.53,53614054
1739509200,241.25,245.55,240.99,244.6,40383927
1739854800,244.15,245.18,241.84,244.47,48822491
1739941200,244.66,246.01,243.1604,244.87,32204215
1740027600,244.94,246.78,244.29,245.83,32316907
1740114000,245.95,248.69,245.22,245.55,53196141
1740373200,244.925,248.86,244.42,247.1,51326396
1740459600,248,250,244.91,247.04,48013272
1740546000,244.33,244.98,239.13,240.36,44433564
1740632400,239.41,242.46,237.06,237.3,41153639
1740718800,236.95,242.09,230.2,241.84,56833349
1740978000,241.79,244.0272,236.112,238.03,47183985
1741064400,237.705,240.07,234.68,235.93,53798024
1741150800,235.42,236.55,229.23,235.74,47227642
1741237200,234.435,237.86,233.1581,235.33,45155019
1741323600,235.105,241.37,234.76,239.07,46250710
1741579200,235.54,236.16,224.22,227.48,72071197
1741665600,223.805,225.8399,217.45,220.84,76124402
1741752000,220.14,221.75,214.91,216.98,62547467
1741838400,215.95,216.8394,208.42,209.68,61318730
1741924800,211.25,213.95,209.58,213.49,60107582
1742184000,213.31,215.22,209.97,214,48073426
1742270400,214.16,215.15,211.49,212.69,42427021
1742356800,214.22,218.76,213.75,215.24,54383891
1742443200,213.99,217.4899,212.22,214.1,48862947
1742529600,211.56,218.84,211.28,218.27,93568368
1742788800,221,221.48,218.58,220.73,44299483
1742875200,220.77,224.1,220.08,223.75,34493583
1742961600,223.51,225.02,220.47,221.53,34492906
1743048000,221.39,224.99,220.5601,223.85,37093374
1743134400,221.67,223.81,217.68,217.9,39818617
1743393600,217.005,225.62,216.23,222.13,65283571
1743480000,219.805,223.68,218.9,223.19,36336840
1743566400,221.315,225.19,221.02,223.89,35905904
1743652800,205.54,207.49,201.25,203.19,103419006
1743739200,193.89,199.88,187.34,188.38,125897269
1743998400,177.2,194.15,174.62,181.46,160406286
1744084800,186.7,190.335,169.2101,172.42,120696904
1744171200,171.95,200.61,171.89,198.85,184261774
1744257600,189.065,194.7799,183,190.42,121879981
1744344000,186.1,199.54,186.06,198.15,87435915
1744603200,211.44,212.94,201.1621,202.52,101352911
1744689600,201.855,203.51,199.8,202.14,51343872
1744776000,198.36,200.7,192.37,194.27,59727673
1744862400,197.2,198.8335,194.42,196.98,52164675
1745208000,193.265,193.8,189.8112,193.16,46742537
